batch,bo_random_fraction,budget,coverage_error,coverage_weight,design_space,dumb_psi_unit,estimator,final_score_only,flow_samples_per_pair,fmpe_max_iter,initial,marginal_jitter_std,method,n_obs,noise_std,ode_steps,posterior_mean_predictive_rmse,posterior_quality_objective,posterior_samples,predictive_timeout_seconds,predictive_weight,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_mode,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,round,rounds,seed,simulations,target_mode,target_psi_unit,target_seed,target_theta,validation
14,0.2,262,0.29500000000000004,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9306769643039513,-0.3857624607745694,32,0.5,0.1,0.758446911790609,0.7785748072302027,0.8980231199923845,0.6317131756588232,0.7254765442810255,0.21894476434417423,0.22475518726930926,0.2592369450330554,0.1823598860086275,0.20942703906570478,0.1538962564638863,2,rmse_coverage_predictive,0.22475518726930926,0.015554216701983323,0.010941593160517649,0.20942703906570478,13,30,20717,262,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,276,0.23,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9603227236946301,-0.37033073479285916,32,0.5,0.1,0.7510119038402682,0.7390971311167798,0.8924347858653581,0.6353454422671684,0.7371702561117668,0.21679846242339612,0.2133589638037765,0.2576237319267753,0.18340843106067578,0.212802722902357,0.15096943185086198,2,rmse_coverage_predictive,0.2133589638037765,0.015457423915606516,0.011004505863640546,0.212802722902357,14,30,20717,276,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,290,0.25666666666666665,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9709010313956377,-0.3765737434514015,32,0.5,0.1,0.7458798761708103,0.766716034568856,0.8458561358951975,0.6484379720355725,0.7225093621836154,0.21531697364517105,0.22133185447516573,0.24417763387739447,0.18718791885375644,0.20857048737436762,0.15234026169307635,2,rmse_coverage_predictive,0.22133185447516573,0.014650658032643668,0.011231275131225385,0.20857048737436762,15,30,20717,290,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,304,0.2758333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9427352305683167,-0.3856119927670651,32,0.5,0.1,0.7703473895977736,0.7215414003126366,0.886856608818916,0.6751446495748527,0.7978468996846894,0.22238013637690007,0.20829106085098015,0.2560134509170999,0.19489747258698836,0.2303185611525319,0.15556711262710368,2,rmse_coverage_predictive,0.20829106085098015,0.015360807055025995,0.011693848355219302,0.2303185611525319,16,30,20717,304,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,318,0.2883333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9603532289538393,-0.3843211961605226,32,0.5,0.1,0.7489475677746517,0.7524032101902588,0.7287625960073874,0.677721320776493,0.8369031441244676,0.21620253993180535,0.2172000979712423,0.2103756404900978,0.1956412934929285,0.2415931277729528,0.16266548671954653,2,rmse_coverage_predictive,0.2172000979712423,0.012622538429405868,0.01173847760957571,0.2415931277729528,17,30,20717,318,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,332,0.33916666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9971805149365776,-0.40933912765442065,32,0.5,0.1,0.7788319205589662,0.7565583293401568,0.8063947094238566,0.7150031222941586,0.8373715211776929,0.22482940949409622,0.21839957755109657,0.23278610127947685,0.2064036225639777,0.24172833658183374,0.16315591833335444,2,rmse_coverage_predictive,0.21839957755109657,0.01396716607676861,0.012384217353838663,0.24172833658183374,18,30,20717,332,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,346,0.27083333333333337,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9587289871765222,-0.39385409843507957,32,0.5,0.1,0.7976886083635405,0.7638442396075484,0.8901832269600786,0.6864551555742121,0.8502718113123227,0.23027286638409403,0.22050283867818157,0.25697376285674556,0.19816253442868892,0.24545232957276011,0.16526300403847474,2,rmse_coverage_predictive,0.22050283867818157,0.015418425771404733,0.011889752065721335,0.24545232957276011,19,30,20717,346,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,360,0.2891666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9708830246100086,-0.4010426309687465,32,0.5,0.1,0.8025030010507931,0.7806579186715062,0.9244044179387111,0.6854837005571465,0.8194659670358082,0.23166266184107898,0.2253565297450036,0.2668525697684971,0.1978820995208847,0.23655944832993045,0.16366372652665126,2,rmse_coverage_predictive,0.2253565297450036,0.016011154186109825,0.011872925971253081,0.23655944832993045,20,30,20717,360,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,374,0.23,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9457292730680601,-0.3741892146912989,32,0.5,0.1,0.7694333898770235,0.7563012243202142,0.8835758436760728,0.6709813641101728,0.766875127401634,0.22211628738449288,0.21832535772485961,0.2550663755979157,0.1936956355951153,0.221377780620081,0.15575891648370724,2,rmse_coverage_predictive,0.21832535772485961,0.015303982535874939,0.011621738135706917,0.221377780620081,21,30,20717,374,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,388,0.26333333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9726132926765712,-0.3728092406819406,32,0.5,0.1,0.7264726086481521,0.6932805056432629,0.7563236048914513,0.6462177886125188,0.8100685354453754,0.20971457808095015,0.2001328432785289,0.2183318184392738,0.1865470071052812,0.2338466435007167,0.15413816406311426,2,rmse_coverage_predictive,0.2001328432785289,0.013099909106356427,0.011192820426316872,0.2338466435007167,22,30,20717,388,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,402,0.2466666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8729933445823052,-0.37099420908498176,32,0.5,0.1,0.7691282738006702,0.7522583915728183,0.8312866885803132,0.6855298357817292,0.8074381792678199,0.2220282079600846,0.2171582924373608,0.23997179671279822,0.19789541761305068,0.2330873250771286,0.15955854858031635,2,rmse_coverage_predictive,0.2171582924373608,0.014398307802767893,0.01187372505678304,0.2330873250771286,23,30,20717,402,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,416,0.23666666666666672,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8743316565061324,-0.35425592016724006,32,0.5,0.1,0.7193417893142343,0.6449417281452535,0.7720181171365654,0.6719006384634633,0.7885066735116547,0.20765608784996012,0.1861786401781423,0.22286243387403207,0.19396100724278095,0.22762227010488514,0.1472995439899848,2,rmse_coverage_predictive,0.1861786401781423,0.013371746032441923,0.011637660434566858,0.22762227010488514,24,30,20717,416,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,430,0.19416666666666668,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9176418059709035,-0.3455427826811686,32,0.5,0.1,0.7109615994653785,0.6471953296490204,0.7066418193725229,0.6785467024943893,0.8114625463455815,0.20523693541741161,0.1868291988955653,0.2039899223176865,0.1958795606714343,0.23424905978496036,0.15005474172498037,2,rmse_coverage_predictive,0.1868291988955653,0.01223939533906119,0.011752773640286058,0.23424905978496036,25,30,20717,430,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,444,0.24250000000000002,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9554316569199447,-0.3682042838963173,32,0.5,0.1,0.7345146595391346,0.6996911817667688,0.8004048390418158,0.6744234587218568,0.7635391586260968,0.21203611820432286,0.2019834460713257,0.2310569746407357,0.19468928272043126,0.2204147693847987,0.1497569960988575,2,rmse_coverage_predictive,0.2019834460713257,0.013863418478444143,0.011681356963225874,0.2204147693847987,26,30,20717,444,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,458,0.2325,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9613463470812269,-0.36440572056037035,32,0.5,0.1,0.7279673954156483,0.6831437378274715,0.7560839653893997,0.685188633918306,0.7874532445274157,0.21014608585224764,0.19720661046494894,0.2182626404737648,0.19779692111920297,0.22731817135107385,0.1507285160192832,2,rmse_coverage_predictive,0.19720661046494894,0.013095758428425888,0.011867815267152177,0.22731817135107385,27,30,20717,458,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,472,0.20083333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9134269438348817,-0.3562041600207147,32,0.5,0.1,0.7435802623082945,0.6730482654367936,0.7973202300623082,0.6721240978129457,0.8318284559211303,0.21465313230389318,0.19429229861377179,0.23016652472840401,0.19402551440056925,0.24012819147282768,0.15470721278133115,2,rmse_coverage_predictive,0.19429229861377179,0.01380999148370424,0.011641530864034156,0.24012819147282768,28,30,20717,472,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,486,0.25833333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8961535334119988,-0.36567975593588065,32,0.5,0.1,0.7325919135992928,0.6323827355155668,0.7452027310335656,0.7104290255780853,0.8423531622699534,0.21148106926134738,0.18255317129039222,0.2151214986815367,0.20508319457881555,0.24316641249464507,0.15229377487845017,2,rmse_coverage_predictive,0.18255317129039222,0.012907289920892202,0.012304991674728932,0.24316641249464507,29,30,20717,486,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.2525,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9701440262568461,-0.36601519206410765,32,0.5,0.1,0.7131746547114015,0.6534135548816825,0.788698892822151,0.6439279656388373,0.7666582055029351,0.20587578943842305,0.1886242459015449,0.22767775904021434,0.1858859921501554,0.22131516066177753,0.14566272106412134,2,rmse_coverage_predictive,0.1886242459015449,0.01366066554241286,0.011153159529009323,0.22131516066177753,30,30,20717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.24416666666666673,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo_marginal_random,10,0.06,8,0.9178906141002238,-0.3634983658852139,32,0.5,0.1,0.7297741043897664,0.769423623483995,0.6792479711097028,0.6912109859754447,0.7792138369899233,0.21066763780852488,0.22211346806967092,0.19608199948334706,0.19953542440987485,0.2249396592712067,0.15828296508231723,2,rmse_coverage_predictive,0.22211346806967092,0.011764919969000823,0.01197212546459249,0.2249396592712067,30,30,20717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.20166666666666666,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,random,10,0.06,8,0.8734770513615362,-0.34002151213008386,32,0.5,0.1,0.7006392864808171,0.7225292941470014,0.7491504509212974,0.5807259818402444,0.7501514190147253,0.20225714032726355,0.2085762412365808,0.2162611072514703,0.1676411509704374,0.21655006185056572,0.1505552377161736,3,rmse_coverage_predictive,0.2085762412365808,0.012975666435088217,0.010058469058226244,0.21655006185056572,30,30,30717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.39666666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,fixed_dumb,10,0.06,8,0.9365524253665086,-0.48613121180378766,32,0.5,0.1,1.0160532288732167,1.0199164249386905,0.93535731927581,0.9694031125820252,1.1395360586963414,0.2933093026004701,0.29442451124463687,0.2700144000361878,0.2798425740012467,0.32895572511980903,0.22104414300291048,3,rmse_coverage_predictive,0.29442451124463687,0.01620086400217127,0.0167905544400748,0.32895572511980903,30,30,30717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,80,0.24416666666666673,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9364438932802389,-0.3974308361735994,32,0.5,0.1,0.8408925850840173,0.8373622909959226,0.8687524570784833,0.7490285843307575,0.9084270079309059,0.24274478017890888,0.24172567205786888,0.2507872324767056,0.21622592739704358,0.26224028878401745,0.178602912902408,3,rmse_coverage_predictive,0.24172567205786888,0.015047233948602334,0.012973555643822614,0.26224028878401745,0,30,30717,80,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,94,0.3316666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9511891788282678,-0.4253409165724369,32,0.5,0.1,0.8566908000928569,0.7939844636221391,0.877752648412165,0.7201682301025661,1.0348578582345571,0.2473053320229434,0.22920357190231136,0.2533853639213352,0.20789466075576649,0.2987377315123606,0.18852402844157712,3,rmse_coverage_predictive,0.22920357190231136,0.015203121835280112,0.012473679645345988,0.2987377315123606,1,30,30717,94,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,108,0.3125,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9429532173395933,-0.44382481936770957,32,0.5,0.1,0.940172758608725,0.8222876688528201,0.9913487853003731,0.8141691698720122,1.1328854104096948,0.27140449763375024,0.2373740034817428,0.2861777440269895,0.23503039469575018,0.3270358483305185,0.20235646565998225,3,rmse_coverage_predictive,0.2373740034817428,0.017170664641619367,0.01410182368174501,0.3270358483305185,2,30,30717,108,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,122,0.28250000000000003,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8842920829893096,-0.40743308819853075,32,0.5,0.1,0.8604096790263098,0.787972519451602,0.8431376904182755,0.771329881162302,1.0391986250730596,0.24837887989959975,0.22746807310970504,0.24339288626345534,0.22266375726152854,0.29999080296371,0.18849930731452763,3,rmse_coverage_predictive,0.22746807310970504,0.01460357317580732,0.013359825435691712,0.29999080296371,3,30,30717,122,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,136,0.37333333333333335,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8474609260417644,-0.4190709097082847,32,0.5,0.1,0.8348189881647854,0.7435292023461749,0.8404599025855799,0.77483147531856,0.9804553724088269,0.24099148377077492,0.21463839256245593,0.2426198755004356,0.22367458042588276,0.2830330865943255,0.17788295918089334,3,rmse_coverage_predictive,0.21463839256245593,0.014557192530026136,0.013420474825552964,0.2830330865943255,4,30,30717,136,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,150,0.3475,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9210129375450464,-0.4231870609787718,32,0.5,0.1,0.8459709131756139,0.8434547756137445,0.8190374726208733,0.7605275801513208,0.960863824316517,0.24421076722426713,0.24348442087493544,0.236435752647026,0.2195454015632499,0.2773774938118572,0.18479563350947179,3,rmse_coverage_predictive,0.24348442087493544,0.014186145158821559,0.013172724093794993,0.2773774938118572,5,30,30717,150,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,164,0.2591666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8945460348089105,-0.39419204689415704,32,0.5,0.1,0.8311965527733777,0.8957152212812513,0.8292221748069719,0.7350038819795451,0.8648449330257421,0.23994577674659928,0.25857071206198784,0.23937582292140608,0.21217734455815515,0.24965922744484806,0.17997006349745834,3,rmse_coverage_predictive,0.25857071206198784,0.014362549375284365,0.012730640673489309,0.24965922744484806,6,30,30717,164,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,178,0.2883333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8854396042530953,-0.4174020728123216,32,0.5,0.1,0.8894939268464885,0.8565195723826927,0.881122575966104,0.7932226708332726,1.0271108882038849,0.25677477905367874,0.24725590284066543,0.25435817821154333,0.22898366126645192,0.2965013738960543,0.19330689328863873,3,rmse_coverage_predictive,0.24725590284066543,0.015261490692692599,0.013739019675987115,0.2965013738960543,7,30,30717,178,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,192,0.36083333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8734229737854871,-0.4330126096725873,32,0.5,0.1,0.884946253924066,0.8980478668313728,0.9015642378941465,0.7855119305668748,0.9546609804038702,0.25546197896070527,0.25924408883013117,0.26025917771996265,0.2267577622822239,0.27558688701050327,0.18946278262889693,3,rmse_coverage_predictive,0.25924408883013117,0.01561555066319776,0.013605465736933435,0.27558688701050327,8,30,30717,192,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,206,0.335,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8722476489841551,-0.42034589767258523,32,0.5,0.1,0.8638469438117327,0.8555065902276228,0.9702280908963015,0.7377115521726527,0.8919415419503542,0.24937113277416972,0.24696348008070848,0.28008072472715817,0.21295898161558885,0.2574813446732235,0.1786989588757289,3,rmse_coverage_predictive,0.24696348008070848,0.01680484348362949,0.012777538896935331,0.2574813446732235,9,30,30717,206,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,220,0.2091666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8600556282971012,-0.35630857135558097,32,0.5,0.1,0.7552134414528182,0.7953007445374592,0.7568488617948501,0.6614446269220547,0.807259532556909,0.21801134185920418,0.22958354947270598,0.2184834470465593,0.19094261670373996,0.23303575421381145,0.16379664807980018,3,rmse_coverage_predictive,0.22958354947270598,0.013109006822793558,0.011456557002224397,0.23303575421381145,10,30,30717,220,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,234,0.2833333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8362914147662457,-0.38341200739718206,32,0.5,0.1,0.793104445620437,0.8130756811605548,0.8223786600158725,0.6944957647541911,0.8424676765511298,0.22894953258722414,0.23471473169479237,0.23740027036798386,0.20048365836594362,0.2431994699201767,0.16925171841987793,3,rmse_coverage_predictive,0.23471473169479237,0.01424401622207903,0.012029019501956617,0.2431994699201767,11,30,30717,234,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,248,0.2066666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8763618208740289,-0.3550621256601467,32,0.5,0.1,0.7474120596112959,0.7685948452698849,0.8010008883553777,0.6271616932336193,0.7928908115863019,0.21575927690607719,0.22187422040716342,0.2312290392565534,0.18104598620692577,0.22888786175366616,0.15963106151626136,3,rmse_coverage_predictive,0.22187422040716342,0.013873742355393202,0.010862759172415547,0.22888786175366616,12,30,30717,248,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,262,0.2541666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8449820250282573,-0.371919173807746,32,0.5,0.1,0.7755406607932914,0.8113326025408021,0.8260943976520964,0.6656501487791471,0.7990854942011205,0.22387930463825356,0.2342115482396259,0.2384729114302398,0.1921566462918775,0.23067611259127108,0.16462394636818786,3,rmse_coverage_predictive,0.2342115482396259,0.014308374685814387,0.01152939877751265,0.23067611259127108,13,30,30717,262,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,276,0.2233333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8656242502530225,-0.3560220979020214,32,0.5,0.1,0.7400233478482091,0.7667404935910036,0.7953024658963115,0.6068798984420279,0.7911705334634931,0.2136263395433858,0.22133891518667625,0.2295840463862043,0.1751911363656388,0.22839126023502382,0.15925900751195762,3,rmse_coverage_predictive,0.22133891518667625,0.013775042783172257,0.010511468181938327,0.22839126023502382,14,30,30717,276,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,290,0.2591666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8420049924920491,-0.3698949359869134,32,0.5,0.1,0.7652296425914998,0.7491715267114588,0.8387068904306522,0.6419919794173624,0.8310481738065262,0.2209027700710418,0.21626719130803185,0.2421138244806655,0.18532712106709745,0.23990294342837243,0.16175567624257373,3,rmse_coverage_predictive,0.21626719130803185,0.01452682946883993,0.011119627264025846,0.23990294342837243,15,30,30717,290,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,304,0.2591666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8800179118514121,-0.35678570308580065,32,0.5,0.1,0.7066498661906512,0.747678464822659,0.7704330488621685,0.5616568984010105,0.7468310526767667,0.20399224523399276,0.2158361814663242,0.22240486407657853,0.1621363807420169,0.21559155465105145,0.15275608280287195,3,rmse_coverage_predictive,0.2158361814663242,0.013344291844594711,0.009728182844521012,0.21559155465105145,16,30,30717,304,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,318,0.23333333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8928166875001673,-0.3558946180406175,32,0.5,0.1,0.7215017540378412,0.7313400588236482,0.7399627898615828,0.6057679880711002,0.8089361793950336,0.2082796159572674,0.21111968991549504,0.21360885795844567,0.17487015548965384,0.23351976046547507,0.15762086785511073,3,rmse_coverage_predictive,0.21111968991549504,0.01281653147750674,0.010492209329379231,0.23351976046547507,17,30,30717,318,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,332,0.2158333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9162934089321925,-0.3582001238094471,32,0.5,0.1,0.7365111299984991,0.8151853084250027,0.7248179999167598,0.5843313087708973,0.8217099028813367,0.21261244958289446,0.23532372862930173,0.2092369336827137,0.16868191920740197,0.23720721681216053,0.16726069638979185,3,rmse_coverage_predictive,0.23532372862930173,0.012554216020962822,0.010120915152444118,0.23720721681216053,18,30,30717,332,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,346,0.2516666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8895012887537922,-0.3632288728988319,32,0.5,0.1,0.7321797135505133,0.7782344161398677,0.7609845219568514,0.5892423717706511,0.8002575443346827,0.21136207735678597,0.22465692482549196,0.21967730930046342,0.17009962097985948,0.231014454321329,0.16133528998798782,3,rmse_coverage_predictive,0.22465692482549196,0.013180638558027804,0.010205977258791568,0.231014454321329,19,30,30717,346,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,360,0.24666666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.917356182555127,-0.3690540850459355,32,0.5,0.1,0.747039749116068,0.7543072838619285,0.7191215885798022,0.6568962498923719,0.8578338741301693,0.21565180012375618,0.21774975669468996,0.20759252137331005,0.18962961335250833,0.24763530907451645,0.16509300212585726,3,rmse_coverage_predictive,0.21774975669468996,0.012455551282398603,0.0113777768011505,0.24763530907451645,20,30,30717,360,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,374,0.215,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8776647798658421,-0.34568624387876495,32,0.5,0.1,0.7072648157894004,0.7459019508628932,0.7927697927013081,0.5542399346754683,0.7361475849179316,0.20416976589218072,0.21532334605987924,0.22885292661075204,0.15999528774026112,0.2125075031578304,0.15149610722030157,3,rmse_coverage_predictive,0.21532334605987924,0.013731175596645122,0.009599717264415667,0.2125075031578304,21,30,30717,374,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,388,0.19083333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8165812061204342,-0.3353231120670456,32,0.5,0.1,0.7134547920476474,0.7879062516078416,0.7544891089854309,0.5601387166650845,0.7512850909322325,0.20595665812166886,0.2274489432309882,0.21780224508668972,0.16169811942505904,0.21687732474393848,0.15734810018254625,3,rmse_coverage_predictive,0.2274489432309882,0.013068134705201382,0.009701887165503542,0.21687732474393848,22,30,30717,388,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,402,0.2191666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8903533218656617,-0.3422606605696455,32,0.5,0.1,0.6873943680495239,0.7226665317077091,0.6725101105988062,0.5883004823936244,0.7661003474979559,0.19843366171641266,0.20861585830788956,0.19413694669348286,0.16982772093717288,0.22115412092710535,0.1522081073173427,3,rmse_coverage_predictive,0.20861585830788956,0.011648216801608971,0.010189663256230372,0.22115412092710535,23,30,30717,402,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,416,0.24833333333333332,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8660855428673595,-0.34922232540160164,32,0.5,0.1,0.6946578134032871,0.7147052442666544,0.7425233894067421,0.5626350217656885,0.7587675981740636,0.20053043778153234,0.2063176325842951,0.21434803937678795,0.16241874063596562,0.21903733852908072,0.15066908353287953,3,rmse_coverage_predictive,0.2063176325842951,0.012860882362607276,0.009745124438157936,0.21903733852908072,24,30,30717,416,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,430,0.2966666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9194022336691735,-0.39361533128646253,32,0.5,0.1,0.7881123588015693,0.8107138873001446,0.838532730727239,0.6671229165281465,0.8360799006507471,0.2275084412528785,0.23403294053425325,0.24206354890484172,0.1925817977200468,0.24135547785237224,0.1683510773520128,3,rmse_coverage_predictive,0.23403294053425325,0.014523812934290503,0.011554907863202808,0.24135547785237224,25,30,30717,430,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
